Address:	USB0::0x0957::0x1798::MY56272288::0::INSTR		Analog Channels				Function Channels		
Model:	DSO-X 2014A		Time (s)	2 (VOLT)	3 (VOLT)		Time (s)	M1	
			-0.00058229178125	0.584141978062689	4.71977394074202		-0.00058229178125	4.1321060503833	
			-0.000582187615	0.58916710363701	4.71977394074202		-0.000582187615	4.12819980084896	
			-0.00058208344875	0.581629415275529	4.72479906538501		-0.00058208344875	4.13991854945198	
			-0.0005819792825	0.577860571094789	4.72479906538501		-0.0005819792825	4.14382479898632	
			-0.00058187511625	0.585398259456269	4.71977394074202		-0.00058187511625	4.13015292561613	
			-0.00058177095	0.584141978062689	4.71977394074202		-0.00058177095	4.1321060503833	
			-0.00058166678375	0.584141978062689	4.71977394074202		-0.00058166678375	4.1321060503833	
			-0.0005815626175	0.581629415275529	4.71977394074202		-0.0005815626175	4.13405917515047	
			-0.00058145845125	0.585398259456269	4.71977394074202		-0.00058145845125	4.13015292561613	
			-0.000581354285	0.58791082224343	4.71977394074202		-0.000581354285	4.12819980084896	
			-0.00058125011875	0.582885696669109	4.73987443931401		-0.00058125011875	4.15359042282216	
			-0.0005811459525	0.581629415275529	4.71977394074202		-0.0005811459525	4.13405917515047	
			-0.00058104178625	0.584141978062689	4.71977394074202		-0.00058104178625	4.1321060503833	
			-0.00058093762	0.579116852488369	4.71977394074202		-0.00058093762	4.13796542468481	
			-0.00058083345375	0.59293594781775	4.71977394074202		-0.00058083345375	4.12429355131462	
			-0.0005807292875	0.579116852488369	4.71977394074202		-0.0005807292875	4.13796542468481	
			-0.00058062512125	0.584141978062689	4.71977394074202		-0.00058062512125	4.1321060503833	
			-0.000580520955	0.579116852488369	4.71977394074202		-0.000580520955	4.13796542468481	
			-0.00058041678875	0.581629415275529	4.71977394074202		-0.00058041678875	4.13405917515047	
			-0.0005803126225	0.585398259456269	4.71977394074202		-0.0005803126225	4.13015292561613	
			-0.00058020845625	0.58665454084985	4.72479906538501		-0.00058020845625	4.13405917515047	
